Title,Author,Fandom,Url,Kudos,Summary
swimming is to drowning as flying is to,TransSilver,Teen Titans - All Media Types,https://archiveofourown.org/works/33082348,"5,516","Summary: The child. Talon’s test. Not its first, not the first shaking form to be placed before it. They died, like Talon died, but didn’t move again. Talon thinks the first was hard. It was easy by the time they brought the child. They’d never brought it a child before. “What kind of shitstain hurts kids?”  or; a newly-escaped, formerly-Nightwing Talon crosses paths with a newly-established Red Hood; both recognize something in the other. featuring Talon/Dick living off of protective instincts alone, Jason trying to give a bird-assassin therapy while actively killing people, and family coming together to spite odds."
Is This Real Life?,shanahane,Teen Titans - All Media Types,https://archiveofourown.org/works/28616637,"5,351","Summary: At some point or another, all of Bruce's four sons have to have their wisdom teeth removed. It's a different experience with all of them."
Your Emergency,shanahane,Teen Titans - All Media Types,https://archiveofourown.org/works/29978070,"5,221","Summary: It was a surprise (and to some, a relief) to everyone when Dick declared he’d become a 911 operator. During the years, Dick answers plenty of calls that alter his worldview or make him rethink his priorities. But at the end of the day, he goes home, and his life is still the same as it was before his shift started. Sometimes, however, the call ends up changing his life. OR How Dick meets his three brothers by answering their 911 calls."
All For One,shanahane,Teen Titans - All Media Types,https://archiveofourown.org/works/28692702,"5,096","Summary: Bruce Wayne's three oldest sons don't agree on much - in fact, they don't see eye to eye on almost anything. The one thing they agree on, however, is that no one - no one - hurts their youngest brother and gets away with it."
A Tale of Spirits,unorthodoxx,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/41884155,"10,871","Summary: Indefinite Hiatus - Explanation in Recent Update “We do not know of your brothers, Great Spirit,” Zuko answered, stuttering more like it. “I’m sorry we could not be of more service.” The spirit frowned and stood up. “That’s weird, we were just together.” There was a shift and Uncle’s head came up. They stared at this strange spirit. It turned its back to them and Zuko was breathless at the show of disregard. Figures a spirit would not consider him a threat. He shouldn’t take it personally, but he’s been dismissed his whole life. He’s tired of it. A hand gripped his trembling one and he takes a breath. There is no use getting upset over the ways of a spirit. They both studied its small form and Zuko was caught by its profile. The spirit’s back held three repeating and somewhat glowing symbols. It curved in a familiar motion. “A turtle,” Uncle whispered. _______________________________________________________________________________ The arrival of four great spirits changes everything Indefinite Hiatus - Explanation in Recent Update"
odd man out,cosmoscrow,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/41907489,"7,371","Summary: Leonardo is dead. Or, at least, he should be. Instead, he is floating within a colorful vortex that reminds him too much of his own portals. He tries not to think too much about it. But, eventually he is forced to when the vortex spits him out into a world that used to be his home, many, many years ago.  Or; the one where Future!Leo somehow managed to luck out on a one in a million mere millisecond chance of a freak glitch in the space-time continuum that sends him back into the present, where the Invasion has been successfully driven back. And it looks like it was a one-way ticket travel. Obviously, everybody is So Very Normal about this."
The Eldest Brother,dEBB987,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42638430,"6,248","Summary: 2012 x 2018 X-over. No knowledge of 2012 needed to read In which Rise!Raph goes full older-sibling over Season 1 2012 boys, so we have our 12!turtles learn healthier communication & ways to express their emotions <3 A Tumblr description I saw and liked: ""It's basically Rise!Raph looking at the 12!Turtles and saying: Wow, you guys look like you need an older brother. I'm taking that spot!"" Alternatively: In which Rise!Raph can’t get a break from his brothers, not even in a different dimension, and they sort of adopt each other. The family tree is getting harder to explain! No bashing, Rise! and 2012 have different circumstances and upbringing. Please mind the tags! RiseAU & the disclaimer note. TEB Tumblr Masterpost: https://www.tumblr.com/debb987/712897939838779392/teb-masterpost?source=share"
Mutant Ninja Midlife Crisis,a_platypus,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/41619240,"6,000","Summary: Leo’s pretty sure the afterlife isn’t supposed to hurt this much.  In the midst of attempting to make peace with his death at the hands of the Krang, Master Leonardo is suddenly yeeted over two decades into the past, courtesy of his little brother. Now faced with the challenges of reconnecting with a family he’d thought lost to him forever, the constant reminders of his past failures, and the antics of his sixteen-year-old self, Leo swiftly concludes he’s too old for this, and has to wonder if it’d been better had he not returned at all."
Every Night the Longest Day,ashtreelane,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42205842,"5,976","Summary: Honestly? None of them take mystic as seriously as they should. Sure they respect it and are fascinated by it (excluding Donnie), but none of them really considered the dangers that it may hold for the four of them. A fight with a mystic user is going to change that forever. ____________________ Leo is struck with a curse that makes him unable to sleep. As his mind deteriorates and his family struggles for an answer, he slowly loses himself to his delirium, unable to tell reality from his mind."
Rotten Reflections,Nicoforlife,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42049170,"5,907","Summary: when strange movement in a pharmacy catch's Casey's eye one night, no one could have known the stress, panic and confusion the next few months would bring --- a turtle not in their right mind ends up in an unknown place with even more unknown threats lurking around every corner, with a hurt little one there's nothing he can do but what his mind screams. protect his bale, at any cost"
Trial and Error,ApatheticRobots,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42091416,"5,854","Summary: The world ends. The Krang win. Leo failed. It was supposed to be on Casey's shoulders (and his shoulders alone) to go back and make sure the invasion never happened in the first place, but apparently his student had a little more inherited stubbornness than he'd thought. (Leo ends up in the past. This changes some things.)"
juxtaposition,SpectrumWriting,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/16018124,"5,800","Summary: “Oh shit… it’s never done that before,” says an unfamiliar voice. Leo groans from under the pileup of bodies, looking for its owner. There’s- a mutant turtle, holding a huge sword. The sword’s jittering glow fades as the purple portal closes up. “Are they- are you mutants?” asks one of the turtles, and as Leo’s spotty vision focuses properly, he sees the turtle that’s just spoken has an orange mask across his face. “Oh, no,” Leo groans. He kicks at the body he’s pretty sure is his idiot genius brother. “Don- Donnie, you sent us to another alternate dimension again. Get up and fix this.”"
Dagger From the Mirror,TotallyNotASecretAO3Account,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/29712687,"5,650","Summary: The Kraang are ready. Their plan to take over Earth has been running smoothly for centuries, and they only have the final steps of their plan left to finally gain their second home... Until the turtles come around. No matter what they do, they can't seem to defeat them. The mutants knock down every tower they build and all the progress they make, and now the Kraang are getting desperate. But they have the technology, the interdimensional portals, and the mind control devices... and so they hatch a plan. It's a plan that cannot possibly fail. After all, who would be better to defeat the turtles than the turtles themselves? _______________________________________ A fic in the 2012 universe in which the Kraang kidnap and mind control the 2018 gang, and use them to attack and destroy the 2012 boys. Takes place before the season 2 finale of the 2012 series!"
B.E.A.S.T,SkylerSkyhigh,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/44037786,"5,567","Summary: ""Blue... Leo, what did you do?"" Leonardo whispered in horror, his hand slightly raised unsure whether to cover his mouth or his eyes. ""Hm?"" Blue tilted his head with an innocent smile and glanced to the side, to the massacre he had created. The brutality of it. There is no mistaking what happened here. ""Ah,"" Blue said lightly, lifting his hand to wipe some pink blood from his cheek. His voice is deceptively casual as he spoke as if he's making a normal conversation. As if he isn't holding a bloodied sword and standing in a room of a massacre. ""Well, you see, when you mentioned the Krang was behind this, I was pretty sure you needed help with an apocalypse. Which is, like, really strange. if I had a nickel for every time I needed to save a timeline from an apocalypse, I'd have two nickels."" --- Aka; the other turtles find out how scary the 18 turtles are."
On Punching Gods and Absentee Dads,Enigmaris,Thor (Movies),https://archiveofourown.org/works/17926664,"24,357","Summary: Harry finds out that his dad is alive, has been the whole time. Instead of being overjoyed, Harry's disgusted. His dad left earth and abandoned his friends. Every painful thing he's ever gone through can be traced back to one man. Now Harry's got super strength he can't control and an almost unnecessary amount of magical power. His dad might be living it up with the Avengers now but not for long. With the help of his friends, Harry comes up with a plan for revenge. Get ready Avengers, Harry's out to punch a god."
just in it for the game,grim_lupine,Thor (Movies),https://archiveofourown.org/works/12837867,"20,314","Summary: “It's excellent rehabilitation for my image,” Loki says, widening his eyes. “They love you, and because of that they'll trust me. You wouldn't ruin this for me, would you?” Thor glares at him. Loki’s mouth twitches. “Also, it's the funniest thing that's ever happened to me.”"
Ásgarðrian Galdr,Valerie_Vancollie,Thor (Movies),https://archiveofourown.org/works/29072913,"18,168","Summary: What if Loki was able to warn his past self, so he did not lose control during his regency and was able to act as he normally would? What if he had been able to remain calm and in control of himself, and the situation? ""How?"" Loki demanded. ""Betrayal,"" his future self stated simply, rage clear in every syllable. ""But you must control your reaction and come to see me, or you will repeat my mistakes and we will miss an opportunity to take control and alter things in our favor."" It would have changed everything.  "
Sharpen Your Teeth,STARSdidathing,Thor (Movies),https://archiveofourown.org/works/5363684,"18,120",Summary: A betrayed Tony Stark leaves the Avengers. He's angry and bitter but he's not about to stop being a hero. The problem is that not everyone is happy with his decision.
Friendly Neighbourhood Falcon-Mage,Fregor,Thor (Movies),https://archiveofourown.org/works/16365134,"17,549","Summary: “Just tell me you've got somewhere to stay kid.” Stark practically begged. At least this one Harry could answer positively. “Oh yeah, it's fine. My house came with me."" ... “I've changed my mind. You're not Oliver Twist. You're Dorothy.” Thanks to good old Black family paranoia, Harry finds himself stranded in a world full of superheroes. Peter's got a crush, Harry's oblivious, and Tony thinks his kids are hilarious."
the reactions of a dead man,agloeian,Thor (Movies),https://archiveofourown.org/works/14727342,"14,548","Summary: One second, Loki is fading out of consciousness, and the next he’s staring at the ceiling of Asgard’s great hall with air in his lungs. --- Loki wakes up in the past with all the knowledge he needs to stop Thanos ever coming to power in the first place. This somehow doesn't stop him from getting into trouble. A Post-Infinity War Time Travel Fix-it Fic. Russian, Japanese & Chinese translation available."
Life In Reverse,Lise,Thor (Movies),https://archiveofourown.org/works/476291,"14,317","Summary: Home is where you make it. Or, the AU where Loki falls to Earth after Thor, wanders around trying to work out what to do with himself, and somehow ends up working for SHIELD. (Mostly because supervillains are so plebian.)"
End Racism in the OTW | Shatter,Aria,Thor (Movies),https://archiveofourown.org/works/213786,"14,254","Summary: ""Loki,"" Odin says, heavy with disappointment and regret for all he has to raise his voice, ""Odinson. I cast you out."""
I'll Be Your Bodyguard (If You'll Be My Security Blanket),NarutoRox,Thor (Movies),https://archiveofourown.org/works/5511617,"13,039","Summary: When one of Loki's pranks gone wrong leaves the team with a young Winter Soldier in their care, they know they're going to have their hands full. Especially since this newer, tinier version of Bucky seems to have a bodyguard complex - and a particular attachment to Tony."
Eight Months of a Century,stereobone,Thor (Movies),https://archiveofourown.org/works/465339,"12,820","Summary: ""Six weeks ago,"" Loki says, when Thor remains silent. ""Surely you remember."""
The Echo Garden,AltraViolet,Transformers - All Media Types,https://archiveofourown.org/works/22553779,"4,800","Summary: Soundwave's banishment to the shadowzone has been bleak, uneventful and unending. He hasn't been able to contact Megatron or the Nemesis. He's low on fuel. If it weren't for the emotion-suppressing protocols he implemented before the war, he would be miserable. And then one day a dimension-hopping Rodimus falls into the shadowzone and offers him a way out. “You'll like the Lost Light,” said Rodimus. “Everyone gets a second chance, there. You wanna stay here forever?”"
The Doctor Is In,Spoon888,Transformers - All Media Types,https://archiveofourown.org/works/23232112,"4,409","Summary: Taken prisoner by Decepticons, Ratchet is prepared for the worst; Interrogation, torture, deactivation. What he didn't expect was getting roped into becoming the enemy faction's temporary physician."
House Divided,spaceliquid,Transformers - All Media Types,https://archiveofourown.org/works/3224156,"4,319","Summary: It all started with the Jettwins. When their Decepticon coding begins to grow more active, Optimus Prime has to seek help from the last person he wants to see: the captive Decepticon leader. Megatron names the price for his cooperation, and it is nothing like Optimus expected. However, when an old enemy rears its head, the terms of that mutually beneficial bargain might alter significantly."
Peacemaker,astolat,Transformers - All Media Types,https://archiveofourown.org/works/13736073,"4,244","Summary: Megatron just stared at him through the cell door with a strange expression and didn't say anything. ""Well?"" Optimus said, half furious and desperate. ""Will you promise not to hurt any Autobots escaping if I let you out?"""
Victory Condition,astolat,Transformers - All Media Types,https://archiveofourown.org/works/13272438,"4,235","Summary: “Do you want me to tell you a story?” Megatron said mockingly. “You won’t like it, Prime. It’s not a very nice one.”"
Battlesleep,Reyairia,Transformers - All Media Types,https://archiveofourown.org/works/5570629,"4,120","Summary: Megatron escaping from prison was, of course, Sentinel’s frag-up. What Optimus didn’t count on was being kidnapped by the warlord on his way out. Now, halfway across the galaxy, Optimus must discover the reason behind Megatron’s reluctance to kill him, and with it a secret of his species’ biology that may hold the key to peace between Autobots and Decepticons."
The Parent Trap,astolat,Transformers - All Media Types,https://archiveofourown.org/works/17869196,"3,622","Summary: “Oh my God, are you saying that Megatron had Optimus’s baby?” Miko shrieked piercingly."
A Degree of Compatibility,astolat,Transformers - All Media Types,https://archiveofourown.org/works/17685287,"3,603","Summary: “And what’s the price for a Decepticon leader’s help these days?"" Optimus said. ""Head of his captor on a pike?” The Councillors started falling over each other hurriedly protesting, no, no, of course not, how could Optimus think, never—and Megatron laughed over them all and said, “It’s not your head I want to mount. I have demanded you as my consort.” “Okay, well, that’s—unexpected,” Optimus said, blankly."
The Command Quarters,Spoon888,Transformers - All Media Types,https://archiveofourown.org/works/16602230,"3,412",Summary: A sin bin collection of Megatron/Starscream focused one-shots and drabbles.
Accidental War Criminal Acquisition,Spoon888,Transformers - All Media Types,https://archiveofourown.org/works/31758913,"3,283","Summary: Malfunctioning machinery reverts Starscream's frame into that of a sparkling's, and though his legs are short, his mind is still clear. He would turn himself back, if only a well-meaning Autobot patrol hadn't found him first."
The Echo Garden,AltraViolet,Transformers Generation One,https://archiveofourown.org/works/22553779,"4,800","Summary: Soundwave's banishment to the shadowzone has been bleak, uneventful and unending. He hasn't been able to contact Megatron or the Nemesis. He's low on fuel. If it weren't for the emotion-suppressing protocols he implemented before the war, he would be miserable. And then one day a dimension-hopping Rodimus falls into the shadowzone and offers him a way out. “You'll like the Lost Light,” said Rodimus. “Everyone gets a second chance, there. You wanna stay here forever?”"
The Doctor Is In,Spoon888,Transformers Generation One,https://archiveofourown.org/works/23232112,"4,409","Summary: Taken prisoner by Decepticons, Ratchet is prepared for the worst; Interrogation, torture, deactivation. What he didn't expect was getting roped into becoming the enemy faction's temporary physician."
Victory Condition,astolat,Transformers Generation One,https://archiveofourown.org/works/13272438,"4,235","Summary: “Do you want me to tell you a story?” Megatron said mockingly. “You won’t like it, Prime. It’s not a very nice one.”"
The Command Quarters,Spoon888,Transformers Generation One,https://archiveofourown.org/works/16602230,"3,412",Summary: A sin bin collection of Megatron/Starscream focused one-shots and drabbles.
Accidental War Criminal Acquisition,Spoon888,Transformers Generation One,https://archiveofourown.org/works/31758913,"3,283","Summary: Malfunctioning machinery reverts Starscream's frame into that of a sparkling's, and though his legs are short, his mind is still clear. He would turn himself back, if only a well-meaning Autobot patrol hadn't found him first."
Project Bang,astolat,Transformers Generation One,https://archiveofourown.org/works/13343814,"3,277","Summary: Ratchet shrugged tolerantly when Optimus asked his opinion. ""I think it’s more a lark than anything, but we can all use a lark, now and then."""
Marriage Law Rejection Letters,sakura_lisel,Transformers Generation One,https://archiveofourown.org/works/15656337,"2,884","Summary: When the Ministry of Magic enacts a Marriage Law some time after the final battle against Voldemort, this is the reaction from most of the population who’s against the idea. (The Marriage Law Rejection Letters can also be found over at fanfiction.net under the author name Sakura Lisel.) Taking submissions for letters for anyone who wants to do one."
Excessively Clever,astolat,Transformers Generation One,https://archiveofourown.org/works/17612081,"2,778","Summary: “Don’t let this become one of the occasions you get excessively clever, Swindle,"" Megatron said. ""My patience for the current situation is highly limited.”"
Turn of a Switch,spaceliquid,Transformers Generation One,https://archiveofourown.org/works/1237150,"2,631","Summary: One day, Orion Paxes from IDW and TFP universes switch places, and an unfortunate miner from Tarn meets an archivist instead of a police officer. What will it change? Oh, so many things."
The Echo Garden,AltraViolet,The Transformers (IDW Generation One),https://archiveofourown.org/works/22553779,"4,800","Summary: Soundwave's banishment to the shadowzone has been bleak, uneventful and unending. He hasn't been able to contact Megatron or the Nemesis. He's low on fuel. If it weren't for the emotion-suppressing protocols he implemented before the war, he would be miserable. And then one day a dimension-hopping Rodimus falls into the shadowzone and offers him a way out. “You'll like the Lost Light,” said Rodimus. “Everyone gets a second chance, there. You wanna stay here forever?”"
The Command Quarters,Spoon888,The Transformers (IDW Generation One),https://archiveofourown.org/works/16602230,"3,412",Summary: A sin bin collection of Megatron/Starscream focused one-shots and drabbles.
Turn of a Switch,spaceliquid,The Transformers (IDW Generation One),https://archiveofourown.org/works/1237150,"2,631","Summary: One day, Orion Paxes from IDW and TFP universes switch places, and an unfortunate miner from Tarn meets an archivist instead of a police officer. What will it change? Oh, so many things."
Nor Is He Early,ObliqueVion,The Transformers (IDW Generation One),https://archiveofourown.org/works/31375766,"2,448","Summary: A Prime is never late, nor is he early. He arrives precisely when he means to… give or take that one small paracausal nudge. Or, that time the Matrix got impatient and stole a truck... It's only going to get more and more hazardous to binge all of this: ✔️ Optimus Prime being iconically wholesome ✔️ Cybertron being an exotic mechanical wonderland ✔️ Mystery, adventure, and intrigue ✔️ Not so much a slow burn as a long fuse ❌ Civil war"
Cake Slice,Bubonicc,The Transformers (IDW Generation One),https://archiveofourown.org/works/4475312,"2,111",Summary: Collection of Drabbles
Romantic Mixtape Side A,HenriettaDarlington,The Transformers (IDW Generation One),https://archiveofourown.org/works/9928325,"2,052",Summary: You just try to be polite and survive when a Decepticon crash lands in your apartment. You end up with six (6) boyfriends for your trouble.
Cooking Off,zuzeca,The Transformers (IDW Generation One),https://archiveofourown.org/works/3830719,"2,044",Summary: Megatron and Optimus find themselves in an awkward position and learn some extremely personal information about each other.
Locks To Fit the Keys,Im_The_Doctor (Bofur1),The Transformers (IDW Generation One),https://archiveofourown.org/works/6847498,"2,037","Summary: There are many strange realities in the multiverse; in this one, Cybertronian transformation cogs won't function until a mech or femme finds the spark that matches theirs. What sane Cybertronian would let themselves be starved of transformation and love? Of course, no one ever said any of Cybertron's residents were sane."
One Hundred One Thousands,Spoon888,The Transformers (IDW Generation One),https://archiveofourown.org/works/20025688,"1,752","Summary: A collection of one hundred Transformers ficlets, all one thousand* words long, inspired by one word prompts. *give or take a hundred"
Track List,GhostHost,The Transformers (IDW Generation One),https://archiveofourown.org/works/6800929,"1,714","Summary: My dumping ground for drabbles, short(er than normal) one-shots, and generally anything else that doesn't have a place. Ch. 51 Con Claiming Culture: Prowl's been playing a dangerous game, but it's finally time for it all to pay off. That is, if he can successfully make his claim."
The Echo Garden,AltraViolet,Transformers: Prime,https://archiveofourown.org/works/22553779,"4,800","Summary: Soundwave's banishment to the shadowzone has been bleak, uneventful and unending. He hasn't been able to contact Megatron or the Nemesis. He's low on fuel. If it weren't for the emotion-suppressing protocols he implemented before the war, he would be miserable. And then one day a dimension-hopping Rodimus falls into the shadowzone and offers him a way out. “You'll like the Lost Light,” said Rodimus. “Everyone gets a second chance, there. You wanna stay here forever?”"
The Parent Trap,astolat,Transformers: Prime,https://archiveofourown.org/works/17869196,"3,622","Summary: “Oh my God, are you saying that Megatron had Optimus’s baby?” Miko shrieked piercingly."
The Command Quarters,Spoon888,Transformers: Prime,https://archiveofourown.org/works/16602230,"3,412",Summary: A sin bin collection of Megatron/Starscream focused one-shots and drabbles.
Life Finds a Way,Kyn,Transformers: Prime,https://archiveofourown.org/works/20594369,"3,131","Summary: Charlie Watson was nobody. Bee had only ever been in a small California Beach town in the first place because his memory had been missing. After getting it back and stopping a broadcast that would have brought the entire Decepticon army to Earth, he'd been gone: Off to find his commanding officer—his fellows-in-arms—and report in ready for duty. Off to be a hero."
Coming Home,astolat,Transformers: Prime,https://archiveofourown.org/works/17265167,"2,797",Summary: Megatron went back to Kaon.
Turn of a Switch,spaceliquid,Transformers: Prime,https://archiveofourown.org/works/1237150,"2,631","Summary: One day, Orion Paxes from IDW and TFP universes switch places, and an unfortunate miner from Tarn meets an archivist instead of a police officer. What will it change? Oh, so many things."
Fortuna Primigenia,SS_Shitstorm,Transformers: Prime,https://archiveofourown.org/works/4896355,"2,621","Summary: You pause for a moment, considering insanity at the prospect of battling a giant robot with two kitchen knives while static-peppered Michael Jackson blares in the background. “Nah,"" you think, ""Better roll with the punches.”"
Contact,auri_mynonys,Transformers: Prime,https://archiveofourown.org/works/20062246,"2,294",Summary: Orion Pax knows there's a word for what Megatronus means to him. He just can't quite put his finger on what it is. Which is probably how he missed the moment where he asked Megatronus to marry him.
Crawling Back To You,Transformatron,Transformers: Prime,https://archiveofourown.org/works/16851910,"2,278","Summary: The tale of how Starscream – Air Commander of the Decepticon Army, Lord Megatron's right-servo mech – was seduced by the Autobot rhetoric, and became (after much denta-gnashing and pede-kicking) a halfway-decent bot."
Prompts Collection,Quiet_Shadow,Transformers: Prime,https://archiveofourown.org/works/683771,"2,164","Summary: A collection of prompts given to me by various people and self-indulgent little ideas who never managed to turn into bigger fics. Stay tuned for various pairings, ranging from common to rarepairs (and a few threesomes while we're at it).   130. G1; Dinobots, Prowl, others - “Is it me, or did SLUDGE just beat Prowl at chess?!” 131. Prime; Jack/Arcee - Riding in the sunset 132. G1; Skywarp, Starscream, Thundercracker - “I was just a Sparkling when they bombed Vos…” 133. Prime; Raf, Soundwave - Playing chess 134. Prime; Insecticons/Knock Out - No way he was going to let those ugly beasts impregnate him!"
"call me, beep me",orphan_account,Voltron: Legendary Defender,https://archiveofourown.org/works/7841764,"48,166","Summary: (00:31) Do you think she gave me the wrong number on purpose? (00:31) Or was it a genuine mistake? (00:32) Like maybe she writes funny and I misread it? (00:32) Some of the numbers do look a little dodgy... (00:33) Cause, you know, her threes could very easily be poorly formed eights? And maybe she writes her sevens like her ones? (00:45) What (00:46) The (00:46) Fuck??? (00:47) Oh good, you are awake!  where lance messages the wrong number and things kind of snowball from there"
Sweet Quiznak,CheckeredCloth,Voltron: Legendary Defender,https://archiveofourown.org/works/7332586,"36,297","Summary: ""You're really into him,"" Hunk mutters, and wow, Lance's face is on fire. Hunk is killing him. ""Look, read into how you like, Freud, just make sure that if I die Keith knows I totally would've mowed his ass like grass. That way, I can laugh hysterically at his emotionally-constipated expression from the afterlife."" Or: Lance is badly injured and has a few skeletons in his closet. Or maybe just the one."
Nightmares,Trashness,Voltron: Legendary Defender,https://archiveofourown.org/works/7813126,"30,798","Summary: Lance's nightmares are getting out of control. It's effecting his and the team's performance, but he's at a loss for how to fix this. Apparently sleeping next to a warm body helps."
The Marks We Make,wittyy_name,Voltron: Legendary Defender,https://archiveofourown.org/works/8444320,"24,300","Summary: Lance McClain constantly dreams of the day he'll finally meet his mysterious soulmate. They don't say much, if anything at all, but they leave him with gorgeous paintings temporarily tattooing his skin. It's not exactly the situation he hoped for, but when he feels the connection between them, he can't bring himself to resent them. As much as he wishes his soulmate would just talk to him, he's resigned himself to being patient. In the meantime, he has a loving family and good friends to help him get by. Keith Kogane dreads the day he'll finally meet his obnoxious soulmate. He's just an art student who's struggling to find his place in the world. There's so much he hasn't been able to control in his life, and the thought of having a soulmate, just another thing in his life which he also has no control over yet can't do anything about, is a little terrifying. So he ignores the words that occasionally appear on his skin. He has other things to focus on: like being a new student at a big university where his childhood friend and step-brother go."
Watercast,Fishwrites,Voltron: Legendary Defender,https://archiveofourown.org/works/7921288,"23,349","Summary: Shiro has been a Galra prisoner for over a year; with his flight feathers clipped and unable to fly. Desperate to escape, he jumps overboard while being transported to the capitol on a Galran ship. Lance is a merman who saves him from drowning. Keith thinks Shiro is about to become mermaid dinner. Hunk just wants Lance to stop going to the surface all the time, dammit! (AU where Avians (winged folk), Galra, humans and merfolk cohabit earth. Shiro and Keith are avian soldiers, Lance is the youngest son of a Queen, Hunk is also a merman and Pidge is still looking for her family. They get caught up in a war.) NB: on hiatus but not abandoned (sorry for long absence :(). Some outtake updates have been posted in the series tho!"
Shut Up and Dance With Me,wittyy_name,Voltron: Legendary Defender,https://archiveofourown.org/works/8159153,"20,721","Summary: Lance and his friends have been regulars at the Altea Dance Studio for years. Not just for classes, but to hang out, practice, and spend time with good people who love dancing. Every year, they audition to be one of the few representing Altea at the regional dance competition. Lance always auditions solo, but this year he misses out on auditions and blows his chance to participate. And so does his self-proclaimed rival, Keith. Luckily, Shiro comes up with a brilliant plan: convince Lance and Keith to audition as a duo. With a little convincing, and a lot of effort, these two might just be able to pull it off and go to regionals... or they might crash and burn."
so why don't we fall,aknightley,Voltron: Legendary Defender,https://archiveofourown.org/works/7680397,"19,574","Summary: Five times Lance used a pet name for Keith, and one time Keith used one for Lance. Keith has no basis for having a relationship with someone, so he's trying to follow Lance's lead."
"there, nestled against his pulse",hiuythn,Voltron: Legendary Defender,https://archiveofourown.org/works/15040385,"19,130","Summary: ""Found you!"" Lance says, vaulting over the back of the couch. He lands with a soft thump that bounces Keith up in his seat. ""Hey, I've got a question for you. You don't have to answer it, but, uh, have you met your soulmate?"" ""No,"" says Keith, ""I haven't.""    I shouldn't.   -- update: there's art now!!!!! ahhhhhhh edit: PLEASE NOTE THE 'NOT REALLY CHARACTER DEATH' TAG. NO ONE STAYS DEAD, FRIENDS."
you never stood a chance,kagshina,Voltron: Legendary Defender,https://archiveofourown.org/works/9076885,"18,840","Summary: lance to hunk ♡ >i’m gonna fukin die hunk oh mygod i sent >keith a work out selfie that i wan supposed to fcukin send to you and you know what it said >”BET YOU WANNA LICK THESE NIPS” >HUNK I WILL NEVE BE ABLE TO FCE HIM AGAIN I WANT TO DI E (Or, Keith is beautiful, Lance has a crush, and there's lots of shirtless selfies)"
Hearts Don't Break Around Here,klancekorner,Voltron: Legendary Defender,https://archiveofourown.org/works/12402426,"18,470","Summary: Lance and Keith have been best friends since first grade. Lance’s brain is always on overdrive and Keith’s blunt, realistic ass can never keep up. They both come to realize that sometimes you can learn a lot about loving yourself by loving someone else."
Peter Parker's Home for the Wayward Villain,BeanieBaby,X-Men - All Media Types,https://archiveofourown.org/works/3135464,"28,647",Summary: A really long redemption story.
I Think I Missed a Step ('Cause I'm Fallin' For You),mokuyoubi,X-Men - All Media Types,https://archiveofourown.org/works/11871867,"25,285","Summary: There’s a weird familiarity about the kid's tone and posture, and it’s true that Wade is pretty far from home today but he’s also certain he’d remember that baby-face if he’d seen it before. On the other hand, he has spent the better part of the past few years feeling like he’s missed a step, so this conversation isn’t exactly anything new. [[A hot guy is willingly talking to us. Go with it.]] [Don’t make an ass of yourself.] “Shaddup,” Wade grumbles, though Yellow has a point...  OR Peter thinks Wade knows his secret identity, and Wade is really confused by the hot coed who keeps popping up and hanging out with him."
Order Up,ikeracity,X-Men - All Media Types,https://archiveofourown.org/works/745690,"21,612","Summary: Charles has a terrible habit of multitasking, and that is probably why he absentmindedly tells the pizza man that he loves him when hanging up. Then the pizza man says it back. And Charles is pretty much smitten from there."
if you run fast enough,silvyri,X-Men - All Media Types,https://archiveofourown.org/works/15830358,"21,381","Summary: Peter probably shouldn't be falling asleep on Deadpool, but after the Merc with a Mouth saves him from being abducted by two dick Alphas, he doesn't try as hard as he should to not."
Not So Much the Teacup,thehoyden,X-Men - All Media Types,https://archiveofourown.org/works/247757,"15,475",Summary: “Charles is basically the bride whisperer. It’s like he can read their minds.” (wedding planner AU)
Mutantkind,TheSovereigntyofReality,X-Men - All Media Types,https://archiveofourown.org/works/13148322,"14,567",Summary: Logan is present in Siberia when the fight breaks out. He sees everything and has one thought.   This dickhead needs his ass kicked.
Paper Monsters,Clocks,X-Men - All Media Types,https://archiveofourown.org/works/254095,"13,717","Summary: Fill for this prompt: Charles meets Erik Lehnsherr, his favorite novelist of all time at a coffee shop, but doesn't know it's him, and Erik just criticizes his own writing in front of his biggest fan."
